Program,Year,Period,Region,Commodity,Data Item,Domain Category,Value,MOA
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)", (D),9
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)", (D),9
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE DIM. SALT = 103608)", (D),9
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE DIM. SALT = 103608)", (D),9
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",1181000,9
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",0.562,9
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",2639000,9
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",0.829,9
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZAMOX = 129171)", (D),2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZAMOX = 129171)", (D),2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (KANTOR = 129108)",2000,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (KANTOR = 129108)",0.003,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA = 30501)", (D),4
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA = 30501)", (D),4
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA, 2-ETHYLHEXYL = 30564)",732000,4
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA, 2-ETHYLHEXYL = 30564)",0.286,4
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA, DIMETHYL. SALT = 30516)",109000,4
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA, DIMETHYL. SALT = 30516)",0.366,4
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA, ISOOCTYL ESTER = 30563)",35000,4
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA, ISOOCTYL ESTER = 30563)",0.207,4
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MESOSULFURON-METHYL = 122009)",2000,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MESOSULFURON-METHYL = 122009)",0.005,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METHANONE = 692)",56000,27
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METHANONE = 692)",0.032,27
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)", (D),5
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)", (D),5
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)", (Z),2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",0.003,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PINOXADEN = 147500)",71000,1
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PINOXADEN = 147500)",0.046,1
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PROPOXYCARBAZONE-SOD = 122019)",5000,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PROPOXYCARBAZONE-SOD = 122019)",0.014,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PYROXSULAM = 108702)",8000,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PYROXSULAM = 108702)",0.014,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)", (D),14
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)", (D),14
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIENCARBAZONE-METHY = 15804)", (D),2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIENCARBAZONE-METHY = 15804)", (D),2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",31000,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.011,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)",7679000,NA
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRALKOXYDIM = 121000)", (D),1
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRALKOXYDIM = 121000)", (D),1
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",18000,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",0.006,2
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIISOPROPANOLAMINE = 5209)", (D),NA
SURVEY,2012,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIISOPROPANOLAMINE = 5209)", (D),NA
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D = 30001)",2397000,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D = 30001)",0.37,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",121000,6
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",0.19,6
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CHLORSULFURON = 118601)",72000,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CHLORSULFURON = 118601)",0.01,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",175000,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",0.11,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",266000,9
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",0.45,9
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA = 30501)",399000,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA = 30501)",0.38,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",15000,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.01,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",12000,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",0.01,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D = 30001)",1540000,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D = 30001)",0.34,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",153000,6
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",0.25,6
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CHLORSULFURON = 118601)",45000,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CHLORSULFURON = 118601)",0.01,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",106000,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",0.1,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",217000,9
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",0.47,9
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA = 30501)",413000,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA = 30501)",0.35,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",7000,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",0.004,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",13000,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.01,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",7000,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",0.007,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D = 30001)",2251000,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D = 30001)",0.43,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",200000,6
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",0.24,6
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CHLORSULFURON = 118601)",65000,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CHLORSULFURON = 118601)",0.01,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLOPYRALID = 117403)",6000,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID = 117403)",0.07,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",115000,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",0.08,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",290000,1
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",0.81,1
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DIURON = 35505)",183000,7
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DIURON = 35505)",0.9,7
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",111000,9
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",0.3,9
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA = 30501)",390000,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA = 30501)",0.33,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)",58000,5
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)",0.15,5
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",8000,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",0.003,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",15000,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.01,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",335000,8
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",1.27,8
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",8000,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",0.006,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D = 30001)",3032000,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D = 30001)",0.36,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",269000,6
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",0.22,6
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CHLORSULFURON = 118601)",60000,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CHLORSULFURON = 118601)",0.01,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",219000,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",0.08,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",283000,1
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",0.76,1
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DIFENZOQUAT = 106401)",61000,26
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DIFENZOQUAT = 106401)",0.55,26
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DIURON = 35505)",139000,7
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DIURON = 35505)",1.08,7
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",246000,9
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",0.29,9
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA = 30501)",540000,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA = 30501)",0.35,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)",83000,5
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)",0.17,5
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",12000,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",0.003,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PICLORAM, K SALT = 5104)",5000,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PICLORAM, K SALT = 5104)",0.01,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",24000,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.01,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",339000,8
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",1.28,8
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, WINTER","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIASULFURON = 128969)",14000,2
